id,所学专业名称,毕业学校,前公司,行业名称,简历文本,岗位推荐Top3
4144.0,其他学科,其他,宜都兴发化工有限公司,制造业,4144.0 其他 其他学科 宜都兴发化工有限公司 制造业,"['PLM高级产品经理', '产品经理', '高级人力产品经理']"
4147.0,环境类,三峡大学科技学院环境设计,艾森乡信艺术文化发展（宜昌）有限公司,其他,4147.0 三峡大学科技学院环境设计 环境类 艾森乡信艺术文化发展（宜昌）有限公司 其他,"['PLM高级产品经理', '室内设计师', '网络工程师']"
4180.0,其他学科,长沙理工大学城南学院,兴勤（宜昌）电子有限公司,其他,4180.0 长沙理工大学城南学院 其他学科 兴勤（宜昌）电子有限公司 其他,"['PLM高级产品经理', '高级人力产品经理', '客服专员']"
4221.0,其他学科,湖北经济学院,国家税务总局宜昌市夷陵区税务局,公共管理、社会保障和社会组织,4221.0 湖北经济学院 其他学科 国家税务总局宜昌市夷陵区税务局 公共管理、社会保障和社会组织,"['会计', '一线服务专员', '高级人力产品经理']"
4228.0,其他学科,长江职业学院,宜都市人来人往人力资源服务有限公司,居民服务、修理和其他服务业,4228.0 长江职业学院 其他学科 宜都市人来人往人力资源服务有限公司 居民服务、修理和其他服务业,"['一线服务专员', '客服专员', 'HR专员']"
4231.0,,宜都二中,宜都鑫豪汽车服务有限公司,科学研究和技术服务业,4231.0 宜都二中  宜都鑫豪汽车服务有限公司 科学研究和技术服务业,"['PLM高级产品经理', '高级人力产品经理', '数据科学家']"
4233.0,体育教育,华中师范大学,宜昌城市职业学校有限公司,教育,4233.0 华中师范大学 体育教育 宜昌城市职业学校有限公司 教育,"['高级人力产品经理', '教师', 'PLM高级产品经理']"
4235.0,其他学科,三峡大学,湖北兴瑞硅材料有限公司,批发和零售业,4235.0 三峡大学 其他学科 湖北兴瑞硅材料有限公司 批发和零售业,"['PLM高级产品经理', '网络工程师', '高级人力产品经理']"
4239.0,广播电视学,重庆大学,宜昌市夷陵区市政工程管理处,其他未列明国家机构,4239.0 重庆大学 广播电视学 宜昌市夷陵区市政工程管理处 其他未列明国家机构,"['新媒体主管', '网络工程师', 'PLM高级产品经理']"
4252.0,其他学科,长江大学,宜昌市夷陵区东湖初级中学,教育,4252.0 长江大学 其他学科 宜昌市夷陵区东湖初级中学 教育,"['教师', '客服专员', '一线服务专员']"
4256.0,其他学科,湖北江汉艺术职业学院,宜昌弘洋集团有限公司,建筑业,4256.0 湖北江汉艺术职业学院 其他学科 宜昌弘洋集团有限公司 建筑业,"['PLM高级产品经理', '高级人力产品经理', '电机结构工程师']"
4261.0,英语,黄冈师范学院,湖北兴军教育咨询有限责任公司,教育,4261.0 黄冈师范学院 英语 湖北兴军教育咨询有限责任公司 教育,"['教师', '客服专员', 'PLM高级产品经理']"
4270.0,其他学科,国际开放大学,宜昌市尼克多电子科技发展有限公司,科学研究和技术服务业,4270.0 国际开放大学 其他学科 宜昌市尼克多电子科技发展有限公司 科学研究和技术服务业,"['网络工程师', '软件开发工程师', 'PLM高级产品经理']"
4274.0,体育教育,山西大学,宜昌市夷陵区东湖小学,教育,4274.0 山西大学 体育教育 宜昌市夷陵区东湖小学 教育,"['教师', '高级人力产品经理', '销售经理']"
4275.0,其他学科,其他,湖北羽丰科技有限公司,制造业,4275.0 其他 其他学科 湖北羽丰科技有限公司 制造业,"['PLM高级产品经理', '高级人力产品经理', '一线服务专员']"
4283.0,其他学科,武汉船舶职业技术学院,五峰众博劳务派遣服务有限公司,居民服务、修理和其他服务业,4283.0 武汉船舶职业技术学院 其他学科 五峰众博劳务派遣服务有限公司 居民服务、修理和其他服务业,"['一线服务专员', '客服专员', '物流专员']"
4292.0,其他学科,海南医学院/2018,宜昌市西洲贸易有限公司,其他,4292.0 海南医学院/2018 其他学科 宜昌市西洲贸易有限公司 其他,"['客服专员', '营养师', '新媒体主管']"
4300.0,其他学科,武汉文理学院,五峰土家族自治县乡村振兴局,公共管理、社会保障和社会组织,4300.0 武汉文理学院 其他学科 五峰土家族自治县乡村振兴局 公共管理、社会保障和社会组织,"['高级人力产品经理', '新媒体主管', '客服专员']"
4310.0,国际经济与贸易,武汉东湖学院,中国农业银行股份有限公司三峡宜昌支行,居民服务、修理和其他服务业,4310.0 武汉东湖学院 国际经济与贸易 中国农业银行股份有限公司三峡宜昌支行 居民服务、修理和其他服务业,"['PLM高级产品经理', '一线服务专员', '高级人力产品经理']"
4330.0,其他学科,国内大学,当阳市玉阳办事处太子桥社区,其他未列明国家机构,4330.0 国内大学 其他学科 当阳市玉阳办事处太子桥社区 其他未列明国家机构,"['教师', '网络工程师', '软件开发工程师']"
4332.0,其他学科,湖北三峡职业技术学院,宜昌壹品慧生活科技有限公司,批发和零售业,4332.0 湖北三峡职业技术学院 其他学科 宜昌壹品慧生活科技有限公司 批发和零售业,"['PLM高级产品经理', '高级人力产品经理', '产品经理']"
4338.0,工商管理类,三峡大学,宜昌南玻硅材料有限公司,其他,4338.0 三峡大学 工商管理类 宜昌南玻硅材料有限公司 其他,"['PLM高级产品经理', '网络工程师', '高级人力产品经理']"
4339.0,护理学类,鄂州职业大学,宜昌馨语康复医院,卫生和社会工作,4339.0 鄂州职业大学 护理学类 宜昌馨语康复医院 卫生和社会工作,"['客服专员', '营养师', '一线服务专员']"
4355.0,其他学科,武汉纺织大学,宜昌市鑫桂圆食品有限公司,制造业,4355.0 武汉纺织大学 其他学科 宜昌市鑫桂圆食品有限公司 制造业,"['PLM高级产品经理', '高级人力产品经理', '网络工程师']"
4378.0,其他学科,湖北医药学院药护学院,秭归县禾宁商贸有限公司,批发和零售业,4378.0 湖北医药学院药护学院 其他学科 秭归县禾宁商贸有限公司 批发和零售业,"['PLM高级产品经理', '一线服务专员', '高级人力产品经理']"
4403.0,经济学,湖北经济学院,小溪塔二小,教育,4403.0 湖北经济学院 经济学 小溪塔二小 教育,"['教师', 'PLM高级产品经理', '会计']"
4420.0,其他学科,武汉航海职业技术学院/2018,湖北三宁化工股份有限公司,肥料制造,4420.0 武汉航海职业技术学院/2018 其他学科 湖北三宁化工股份有限公司 肥料制造,"['PLM高级产品经理', '高级人力产品经理', '厨师']"
4427.0,临床医学与医学技术类,湖北医药学院药护学院/2018,宜昌市夷陵医院,居民服务、修理和其他服务业,4427.0 湖北医药学院药护学院/2018 临床医学与医学技术类 宜昌市夷陵医院 居民服务、修理和其他服务业,"['客服专员', '一线服务专员', '营养师']"
4432.0,其他学科,武汉城市职业学院/2016,湖北三宁化工股份有限公司,肥料制造,4432.0 武汉城市职业学院/2016 其他学科 湖北三宁化工股份有限公司 肥料制造,"['PLM高级产品经理', '高级人力产品经理', '产品经理']"
4460.0,发电厂及电力系统,三峡电力职业学院,湖北兴瑞硅材料有限公司,批发和零售业,4460.0 三峡电力职业学院 发电厂及电力系统 湖北兴瑞硅材料有限公司 批发和零售业,"['PLM高级产品经理', '网络工程师', '高级人力产品经理']"
4470.0,其他学科,武汉科技大学城市学院/2017,宜昌市美年大健康管理有限公司,租赁和商务服务业,4470.0 武汉科技大学城市学院/2017 其他学科 宜昌市美年大健康管理有限公司 租赁和商务服务业,"['PLM高级产品经理', '一线服务专员', '高级人力产品经理']"
4503.0,医学影像学,三峡大学,三峡大学附属仁和医院,其他,4503.0 三峡大学 医学影像学 三峡大学附属仁和医院 其他,"['数据科学家', '摄影师', 'PLM高级产品经理']"
4522.0,其他学科,西安外事学院,宜昌星燃教育咨询有限公司,租赁和商务服务业,4522.0 西安外事学院 其他学科 宜昌星燃教育咨询有限公司 租赁和商务服务业,"['一线服务专员', '教师', 'PLM高级产品经理']"
4549.0,,中国地质大学江城学院,伍家岗区宜城春晓幼儿园,教育,4549.0 中国地质大学江城学院  伍家岗区宜城春晓幼儿园 教育,"['教师', 'PLM高级产品经理', '高级人力产品经理']"
4552.0,哲学,三峡大学,上海外服（武汉）人力资源服务有限公司宜昌分公司,租赁和商务服务业,4552.0 三峡大学 哲学 上海外服（武汉）人力资源服务有限公司宜昌分公司 租赁和商务服务业,"['PLM高级产品经理', '客户经理', '一线服务专员']"
4556.0,其他学科,襄阳职业技术学院,湖北兴瑞硅材料有限公司,批发和零售业,4556.0 襄阳职业技术学院 其他学科 湖北兴瑞硅材料有限公司 批发和零售业,"['PLM高级产品经理', '网络工程师', '高级人力产品经理']"
4578.0,其他学科,国内大学,宜昌进兴人力资源服务有限公司,租赁和商务服务业,4578.0 国内大学 其他学科 宜昌进兴人力资源服务有限公司 租赁和商务服务业,"['一线服务专员', 'PLM高级产品经理', '客户经理']"
4589.0,其他学科,重庆理工大学林园校区,湖北兴拓新材料科技有限公司,制造业,4589.0 重庆理工大学林园校区 其他学科 湖北兴拓新材料科技有限公司 制造业,"['PLM高级产品经理', '高级人力产品经理', '产品经理']"
4619.0,财务管理,湖北工业大学工程技术学院,湖北兴瑞硅材料有限公司,批发和零售业,4619.0 湖北工业大学工程技术学院 财务管理 湖北兴瑞硅材料有限公司 批发和零售业,"['PLM高级产品经理', '高级人力产品经理', '产品经理']"
4632.0,其他学科,湖北三峡职业技术学院/2016,湖北维达通科技有限公司宜昌分公司,信息传输、软件和信息技术服务业,4632.0 湖北三峡职业技术学院/2016 其他学科 湖北维达通科技有限公司宜昌分公司 信息传输、软件和信息技术服务业,"['客服专员', 'PLM高级产品经理', '网络工程师']"
4638.0,临床医学,三峡大学科技学院,宜昌市夷陵医院,居民服务、修理和其他服务业,4638.0 三峡大学科技学院 临床医学 宜昌市夷陵医院 居民服务、修理和其他服务业,"['客服专员', '一线服务专员', '客户经理']"
4658.0,其他学科,三峡大学科技学院,五峰土家族自治县乡村振兴局,公共管理、社会保障和社会组织,4658.0 三峡大学科技学院 其他学科 五峰土家族自治县乡村振兴局 公共管理、社会保障和社会组织,"['网络工程师', '教师', '高级人力产品经理']"
4676.0,其他学科,武汉工程大学,湖北兴发化工集团股份有限公司,制造业,4676.0 武汉工程大学 其他学科 湖北兴发化工集团股份有限公司 制造业,"['PLM高级产品经理', '高级人力产品经理', '网络工程师']"
4677.0,其他学科,湖北三峡职业技术学院/2017,枝江市七星台镇卫生院(枝江市七星台镇妇幼保健计划生育服务站),卫生和社会工作,4677.0 湖北三峡职业技术学院/2017 其他学科 枝江市七星台镇卫生院(枝江市七星台镇妇幼保健计划生育服务站) 卫生和社会工作,"['教师', '客服专员', '一线服务专员']"
4701.0,其他学科,湖北交通职业技术学院,宜都市木马人美术培训基地,教育,4701.0 湖北交通职业技术学院 其他学科 宜都市木马人美术培训基地 教育,"['教师', 'HR专员', 'PLM高级产品经理']"
4702.0,,大学,宜昌正大有限公司,农、林、牧、渔业,4702.0 大学  宜昌正大有限公司 农、林、牧、渔业,"['PLM高级产品经理', '数据科学家', '教师']"
4749.0,其他学科,武汉航海职业技术学院,枝江市爱堡家庭服务部,其他未列明国家机构,4749.0 武汉航海职业技术学院 其他学科 枝江市爱堡家庭服务部 其他未列明国家机构,"['一线服务专员', '物流专员', '高级人力产品经理']"
4784.0,护理,湖北职业技术学院,远安县中医医院,卫生和社会工作,4784.0 湖北职业技术学院 护理 远安县中医医院 卫生和社会工作,"['一线服务专员', '客服专员', 'PLM高级产品经理']"
4806.0,汉语言文学,三峡大学,宜昌市夷陵区实验小学,教育,4806.0 三峡大学 汉语言文学 宜昌市夷陵区实验小学 教育,"['教师', '客服专员', 'PLM高级产品经理']"
4825.0,其他学科,江汉大学,湖北中南鹏力海洋探测系统工程有限公司,批发和零售业,4825.0 江汉大学 其他学科 湖北中南鹏力海洋探测系统工程有限公司 批发和零售业,"['PLM高级产品经理', '高级人力产品经理', '产品经理']"
4829.0,,三峡大学科技学院,湖北泰盛化工有限公司,其他,4829.0 三峡大学科技学院  湖北泰盛化工有限公司 其他,"['PLM高级产品经理', '客服专员', '销售经理']"
4848.0,其他学科,15三峡职业技术学院,宜昌安琪生物农业科技有限公司,农、林、牧、渔业,4848.0 15三峡职业技术学院 其他学科 宜昌安琪生物农业科技有限公司 农、林、牧、渔业,"['教师', '高级人力产品经理', 'PLM高级产品经理']"
4883.0,,华中师范大学,湖北立旺食品有限公司武汉分公司,批发和零售业,4883.0 华中师范大学  湖北立旺食品有限公司武汉分公司 批发和零售业,"['PLM高级产品经理', '销售经理', '高级人力产品经理']"
4888.0,其他学科,内蒙古科技大学,湖北兴瑞硅材料有限公司,批发和零售业,4888.0 内蒙古科技大学 其他学科 湖北兴瑞硅材料有限公司 批发和零售业,"['PLM高级产品经理', '网络工程师', '高级人力产品经理']"
4911.0,其他学科,三峡大学科技学院,湖北中家耀建设工程有限公司,建筑业,4911.0 三峡大学科技学院 其他学科 湖北中家耀建设工程有限公司 建筑业,"['PLM高级产品经理', '网络工程师', '教师']"
4917.0,,宜昌船舶职业技术学院,宜昌楚邦建设工程有限公司,建筑业,4917.0 宜昌船舶职业技术学院  宜昌楚邦建设工程有限公司 建筑业,"['电机结构工程师', 'PLM高级产品经理', '网络工程师']"
4920.0,会计,湖北仙桃职业技术学院,远安县诚信物业管理有限公司,居民服务、修理和其他服务业,4920.0 湖北仙桃职业技术学院 会计 远安县诚信物业管理有限公司 居民服务、修理和其他服务业,"['客服专员', '一线服务专员', '高级人力产品经理']"
4924.0,土建类,江汉大学文理学院,湖北兴福电子材料有限公司,制造业,4924.0 江汉大学文理学院 土建类 湖北兴福电子材料有限公司 制造业,"['PLM高级产品经理', '高级人力产品经理', '产品经理']"
4955.0,其他学科,湖北汽车工业学院,湖北兴瑞硅材料有限公司,批发和零售业,4955.0 湖北汽车工业学院 其他学科 湖北兴瑞硅材料有限公司 批发和零售业,"['PLM高级产品经理', '网络工程师', '高级人力产品经理']"
4961.0,机械设计制造及其自动化,湖北文理学院理工学院,宜昌恒友化工股份有限公司,制造业,4961.0 湖北文理学院理工学院 机械设计制造及其自动化 宜昌恒友化工股份有限公司 制造业,"['PLM高级产品经理', '电机结构工程师', '高级人力产品经理']"
4978.0,其他学科,长江大学,枝江百事物流有限公司,交通运输、仓储和邮政业,4978.0 长江大学 其他学科 枝江百事物流有限公司 交通运输、仓储和邮政业,"['物流专员', '一线服务专员', '高级人力产品经理']"
